vocab_id,vocab_new_id,word,meaning_ko,example_en,example_ko,동의어,entry_type,is_phrase,day,related_forms,source_list,source_count,priority_group
5034,525,toxic,"독성의 / 독성의, 유독한; 중독(성)의",The waste is very toxic.,그 폐기물은 매우 유독한(치명적인) 상태이다.,"poisonous, harmful",word,FALSE,76,,PDF: 2022 수능완성 단어장 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,4,C_EBS
3297,526,costly,"대가[희생]가 큰, 비용이 많이 드는",The war was very costly.,그 전쟁은 많은 희생(비싼)이 따랐다.,"expensive, dear",word,FALSE,14,,PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | 기존 엑셀 통합본,5,C_EBS
1805,527,toll,사용세; 사상자 수 종소리 종을 쳐서 알리다,Drivers going over this bridge have to pay a toll of $2.50.,이 다리를 건너가는 운전자들은 2달러 50센트의 통행료를 내야만 한다.,charge,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,4,A_능률본문
922,528,impoverish,"가난하게 하다, 피폐하게 하다; 저하시키다",Falling rice prices have impoverished many farmers.,쌀값 하락이 많은 농부들을 빈곤하게 했다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,3,A_능률본문
3372,529,destruction,"소실, 파괴",The war caused massive destruction.,전쟁은 엄청난 파괴를 초래했다.,"ruination, havoc",word,FALSE,8,,PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록 | 기존 엑셀 통합본,3,C_EBS
1888,530,vertical,"수직의, 세로의 () 수직(선)",The fish has a series of dark vertical stripes along its sides.,빠르게 외우는 빈출 기본 어휘,upright,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,7,A_능률본문
1909,531,wait on,시중을 들다,Foreign investors are waiting on the election results.,외국인 투자자들은 선거 결과를 기다리는 중이다.,attend to,word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
1904,532,voyage,"항해, 여행 항해하다, 여행하다",I'll go on a voyage around the world someday.,나는 언젠가 세계 일주 여행을 갈 것이다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | 기존 엑셀 통합본,3,A_능률본문
2180,533,dormant,"휴면기의, 활동[성장]을 중단한 / 휴면의, 활동을 중단하는",The seeds of many wild plants remain dormant for months until winter,많은 야생 식물의 씨앗은 겨울이 끝날 때까지 여러 달을 휴면 상태로 남아있다.,,word,FALSE,,,PDF: 어휘끝 수능 | 기존 엑셀 통합본,2,B_어휘끝
2739,534,volcano,명 화산,"The volcano erupted, and the whole town was destroyed.",그 화산이 분출하여 마을 전체가 파괴되었다.,,word,FALSE,,,PDF: 2022 수능완성 단어장 | PDF: 어휘끝 수능,2,B_어휘끝
675,535,erupt,"(화산이) 분출하다, 폭발하다","By studying rocks, geologists learn where volcanoes 22",암석을 연구함으로써 지질학자들은 예전에 어디에서 화산이 분출했는지를 알게 된다.,explode,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,4,A_능률본문
5171,536,vocal,"구두의, 목소리의",Allison's vocal style is influenced by country and blues music.,Allison의 목소리 스타일은 컨트리 음악과 블루스 음악에 의해 영향을 받았다.,,word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
944,537,infect,감염시키다; 오염시키다,"If you keep rubbing your eyes, they could become infected.",눈을 계속 문지르면 눈이 감염될 수 있다.,pollute,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,4,A_능률본문
5909,538,instrument,"기구, 도구; 악기",The violin is a musical instrument.,바이올린은 악기(도구)이다.,"tool, device",word,FALSE,20,,PDF: 능률_고교기본 일별 단어 목록,1,D_기타
2009,539,avalanche,"명 눈사태, 산사태; (우편물, 질문 등의) 쇄도",Several skiers were buried in an avalanche.,스키를 타던 사람들 몇 명이 눈사태로 매몰되었다.,,word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
6584,540,valley,계곡,The village is in a beautiful valley.,그 마을은 아름다운 계곡에 있다.,"dale, basin",word,FALSE,31,,PDF: 능률_고교기본 일별 단어 목록,1,D_기타
6620,541,wonderful,"놀라운, 멋진",The view was wonderful.,전망이 아주 멋진(경이로운) 상태였다.,"magnificent, superb",word,FALSE,15,,PDF: 능률_고교기본 일별 단어 목록,1,D_기타
2342,542,incredible,"형 믿을 수 없는, 놀라운","I saw an incredible, unforgettable sunrise on the top of Kilimanjaro.",나는 킬리만자로 정상에서 믿을 수 없고 잊을 수 없는 일출을 보았다.,,word,FALSE,16,,PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 어휘끝 수능 | 기존 엑셀 통합본,6,B_어휘끝
3852,543,impressive,인상적인,The view was impressive.,전망이 인상적인(감동적인) 상태였다.,"memorable, striking",word,FALSE,,,PDF: 2022 수능완성 단어장 | 기존 엑셀 통합본,2,C_EBS
718,544,fabulous,"굉장한, 멋진",The view was fabulous.,전망이 아주 멋진(전설적인) 상태였다.,"wonderful, superb",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록,2,A_능률본문
2037,545,breathtaking,"형 숨이 막히는 듯한, 깜짝 놀랄만한",The trip provided Michelle with opportunities to photograph 40,그 여행은 Michelle에게 숨이 막히는 듯한 풍경과 야생 동물의 사진을 찍을 기회를 주었다.,,word,FALSE,68,,PDF: 2022 수능완성 단어장 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,5,B_어휘끝
1630,546,splendid,"화려한, 아주 인상적인",The player won the match with his splendid fencing skills. 내신응용,그 선수는 훌륭한 펜싱 기술로 그 경기에서 승리했다.,impressive,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,3,A_능률본문
1685,547,stunning,깜짝 놀라게 하는; 놀랄 만큼 아름다운[멋진],The view from the top was stunning.,정상에서 보는 전망은 굉장히 아름다운(놀라운) 상태였다.,"beautiful, amazing",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록,2,A_능률본문
4851,548,spectacular,"굉장한, 장관의",The view from the top is spectacular.,정상에서 보는 전망은 장관인(구경거리의) 상태이다.,"magnificent, striking",word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
2131,549,defenseless,형 무방비의; 방어할 수 없는,"Without weapons of any kind, the people of the town were completely defenseless.","어떠한 종류의 무기도 없이, 그 마을의 사람들은 완전히 무방비 상태 였다.",,word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
981,550,intact,"온전한, 손상되지 않은","The church was almost in ruins, but its tower remained intact.","그 교회는 거의 폐허가 되었지만, 교회의 탑은 손상되지 않은 채 남았다.",,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,5,A_능률본문
729,551,fall over,"넘어지다, ~에 걸려 넘어지다",The bus driver hit the brakes so suddenly that I fell over.,버스 운전기사가 갑자기 브레이크를 밟아서 나는 넘어졌다.,,word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
913,552,immune,"면역성의, 면역의",Sleep deprivation can have a great impact on the immune system.,수면 부족은 면역 체계에 엄청난 영향을 줄 수 있다.,exempt,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,7,A_능률본문
722,553,faculty,"교수진, 교직원; (대학의) 학부; 재능, 능력",students in the Faculty of Law,법학부 학생,talent,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,5,A_능률본문
6567,554,universe,우주,The universe is vast.,우주(전 세계)는 광대하다.,"cosmos, world",word,FALSE,31,,PDF: 능률_고교기본 일별 단어 목록,1,D_기타
947,555,infinite,무한한,"When I was little, I thought that adults had infinite power. 19",내가 어렸을 적에는 어른들은 무한한 능력이 있을 거라 생각했다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,6,A_능률본문
5096,556,unemployment,"실업(률), 실직",The unemployment rate is rising.,실업률이 오르고 있다.,joblessness,word,FALSE,,,PDF: 2022 수능특강 단어장,1,C_EBS
1854,557,underlying,근본적인; 밑에 있는,It is difficult to know the underlying meaning of this passage.,이 구절의 속뜻을 알기는 어렵다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000,4,A_능률본문
2612,558,sanction,"명 허가, 승인; 제재; 처벌",We need the sanction of Parliament to enact laws.,법을 제정하기 위해서는 의회의 승인이 필요하다.,,word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
1849,559,ultimate,"최후의, 최종의; 궁극의",The ultimate goal of studying culture is to understand its people.,문화를 공부하는 궁극적인 목적은 그 문화의 사람들을 이해하는 것이다.,final,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,8,A_능률본문
3899,560,incompatible,양립 불가능한,The two systems are incompatible.,그 두 시스템은 양립할 수 없는(호환되지 않는) 상태이다.,"conflicting, mismatched",word,FALSE,,,PDF: 2022 수능특강 단어장,1,C_EBS
2083,561,compatible,형 양립할 수 있는; 화합할 수 있는,Is the new regulation compatible with the existing policy?,새로운 규정이 기존의 정책과 양립할 수 있습니까?,,word,FALSE,89,,PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,3,B_어휘끝
388,562,conflict,"대립, 충돌; 싸움 대립하다, 충돌하다",The conflict between the two parties is getting worse.,두 정당 간의 대립이 점점 심해지고 있다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,8,A_능률본문
998,563,intertwine,뒤얽히다; 밀접하게 관련되다,The two stories are closely intertwined.,그 두 이야기는 밀접하게 얽혀(뒤엉키다) 있다.,"weave, link",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록,2,A_능률본문
351,564,comparable,비슷한; ~에 필적하는,The two situations are not comparable.,두 상황은 비교할 수 있는(필적하는) 것이 아니다.,"similar, equivalent",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | 기존 엑셀 통합본,3,A_능률본문
1138,565,merge,"합병[병합]하다, 합치다",They decided to merge the two companies into one because of the economic crisis.,그들은 경제적 위기로 인해 두 회사를 하나로 합병하기로 결정했다.,combine,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,5,A_능률본문
2098,566,converge,"동 모여들다, 집중되다; (생각 등이) 수렴되다",Hundreds of thousands converged on the square with lighted candles.,수십만 명의 사람들이 촛불을 들고 광장으로 모여들었다.,,word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
5666,567,essentially,본질적으로 / 본질적으로; 본래,The two plans are essentially the same.,그 두 계획은 본질적으로(근본적으로) 같다.,"basically, fundamentally",word,FALSE,,,기존 엑셀 통합본,1,D_기타
2562,568,quarrel,"동 다투다, 언쟁을 벌이다 명 다툼, 언쟁 (= argument 다툼, dispute 분쟁(을 벌이다))","They had a quarrel, and they haven't spoken to each other since.",그들은 언쟁을 벌였고 그 이후로 서로에게 말을 하지 않고 있다. Unit,,word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
1262,569,parallel,평행의; 유사한 유사 ~와 유사하다,Two cars were racing simultaneously on parallel tracks.,두 자동차가 평행한 도로에서 동시에 달리고 있었다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,6,A_능률본문
5291,570,apart,"떨어져, 별개로",The two houses are 200 meters apart.,그 두 집은 200미터 떨어져 있다.,"separate, distant",word,FALSE,18,,PDF: 능률_고교기본 일별 단어 목록,1,D_기타
5447,571,clash,"충돌하다, 부딪히다",The two groups clashed on the street.,두 집단이 거리에서 충돌했다.,"conflict, collision",word,FALSE,51,,PDF: 능률_고교필수2000 일별 단어 목록,1,D_기타
1825,572,treaty,"조약, 협정",Both countries in the conflict have agreed to the terms of the peace treaty.,갈등 관계에 있던 양국 모두 평화 조약의 조항들에 동의했다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,3,A_능률본문
24,573,accord,"일치하다[시키다], 조화하다[시키다]; 일치, 합의; 협정",The traditions of one nation might not accord with another's.,한 나라의 전통은 다른 나라의 것과 일치하지 않을 수도 있다.,correspond,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,4,A_능률본문
6564,574,union,"결합, 조합",The two countries formed a union.,두 국가는 연합(노조/결합)을 형성했다.,"alliance, junction",word,FALSE,12,,PDF: 능률_고교기본 일별 단어 목록,1,D_기타
582,575,dispute,"논쟁, 분쟁 논쟁하다, 반박하다",We were disputing whether we should call the police or just watch the fight.,우리는 경찰을 불러야 할지 단지 싸움을 지켜볼지 논쟁하는 중이었다.,argue,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,6,A_능률본문
1960,576,ally,"명 동맹국, 연합국 동 동맹시키다",South Korea is an ally of the United States.,남한은 미국의 동맹국이다.,,word,FALSE,,,PDF: 어휘끝 수능 | 기존 엑셀 통합본,2,B_어휘끝
74,577,alliance,"동맹, 협정, 연합",The two companies formed a strategic alliance.,두 회사는 전략적 동맹을 맺었다.,"partnership, union",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록,2,A_능률본문
2095,578,consolidate,"동 통합하다; (권력, 지위 등을) 굳히다, 강화하다",The students consolidated information from several resources into a report.,학생들은 다양한 출처에서 얻은 정보를 하나의 보고서에 통합했다.,,word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
1961,579,alternate,"동 교대로 일어나다, 번갈아 (나오게) 하다 형 번갈아 나오는","To make this snack, you should alternate layers of tomatoes and cheese.",이 간식을 만들기 위해서는 토마토와 치즈가 층층이 번갈아 나오게 해야 한다.,,word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
3239,580,connect,연결하다,The two cities are connected by a bridge.,두 도시는 다리로 연결되어 있다.,"link, join",word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
5914,581,interact,상호작용하다,The two chemicals interact.,그 두 화학 물질이 상호작용한다.,"communicate, connect",word,FALSE,12,,PDF: 워드마스터 수능2000,1,D_기타
549,582,differ,() 다르다,Popular trends often differ from country to country.,인기있는 트렌드는 종종 나라마다 다르다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,5,A_능률본문
320,583,collide,"충돌하다, 부딪치다; 일치하지 않다",He collided with a spectator's bag and tumbled to the ground.,그는 관객의 가방과 부딪쳐서 넘어졌다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000,3,A_능률본문
6372,584,similar,"비슷한, 유사한",The two cars are very similar.,그 두 차는 매우 유사한(비슷한) 상태이다.,"alike, matching",word,FALSE,20,,PDF: 능률_고교기본 일별 단어 목록,1,D_기타
899,585,identical,"동일한, 일치하는",My sister and I are identical twins.,언니와 나는 일란성 쌍둥이이다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000,6,A_능률본문
5272,586,alike,"비슷한, 유사하게",The two brothers look very much alike.,그 두 형제는 매우 비슷하게 생겼다.,"similar, identical",word,FALSE,11,,PDF: 능률_고교기본 일별 단어 목록,1,D_기타
317,587,collaborate,"공동으로 일하다, 협력하다",The two artists collaborated on the project.,두 예술가는 프로젝트에서 협력했다.,"cooperate, work together",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000,4,A_능률본문
4780,588,shell,"(거북의) 등딱지, 껍질",The turtle has a hard shell.,거북이는 단단한 껍질(조개)을 가지고 있다.,"case, casing",word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
330,589,come out,"발간되다; 알려지다, 드러나다",The new vocabulary book will come out soon.,새 어휘서가 곧 출간될 것이다.,,word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
5159,590,vehicle,"자동차, 타는 기구",The truck is a heavy vehicle.,트럭은 무거운 차량(수단)이다.,"transport, medium",word,FALSE,24,,PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,5,C_EBS
2302,591,haul,동 세게 끌어당기다; 운반하다,The sailors were hauling up an anchor.,선원들은 닻을 끌어 올리고 있었다.,,word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
1834,592,troop,"무리, 떼; () 군대",More troops are being sent into the war zone.,더 많은 병력이 전쟁지역에 투입되고 있다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,6,A_능률본문
1828,593,trial,"재판; 시험, 실험; 시련 시험하다",She will be sent to trial over the case.,그녀는 그 사건과 관련해 재판에 회부될 것이다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | 기존 엑셀 통합본,4,A_능률본문
2014,594,bare,"형 벌거벗은, 맨-; 가장 기본적인, 최소의","Bare ground absorbs more heat from the sun, so air near it warms up.",맨땅은 태양에서 더 많은 열을 흡수하므로 주변 공기가 따뜻해진다.,naked,word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
4949,595,sway,흔들다,The trees swayed in the wind.,나무들이 바람에 흔들렸다(지배하다).,"swing, rock",word,FALSE,84,,PDF: 2022 수능완성 단어장 | PDF: 워드마스터 수능2000,2,C_EBS
1236,596,ornament,장식품; 장식 장식하다,"She dressed simply, without ornament.",그녀는 장식 없이 수수하게 옷을 입었다.,decoration,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,4,A_능률본문
2314,597,hollow,형 속이 빈 명 움푹 꺼진 곳 동 속이 비게 만들다,"Among the many kinds of bamboo in the world, the majority are hollow.",세계 많은 종류의 대나무 중 다수는 속이 비어 있다. Unit,,word,FALSE,83,,PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,2,B_어휘끝
217,598,branch,"나뭇가지; 지사, 분점, 부서; 분야 갈라지다, 나뉘다",She was transferred to an overseas branch.,그녀는 외국 지사로 전근을 갔다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록,3,A_능률본문
5053,599,transmission,"변속기, 변속 장치",The transmission of news is fast.,전달(방송/변속기) 속도가 빠르다.,"broadcast, transfer",word,FALSE,,,PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | 기존 엑셀 통합본,3,C_EBS
5052,600,translation,번역(본); 통역 / 번역(본),The translation was accurate.,번역(해석)은 정확했다.,"version, interpretation",word,FALSE,,,PDF: 2022 수능특강 단어장 | 기존 엑셀 통합본,2,C_EBS
1815,601,transaction,"거래, 매매",The sale of goods is the most common form of commercial transaction.,물품의 판매는 상업적 거래의 가장 흔한 형태이다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,6,A_능률본문
1587,602,simulation,"모의실험, 흉내, 시뮬레이션",They strengthened their teamwork through a simulation game.,그들은 모의 시합을 통해 팀워크를 다졌다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | 기존 엑셀 통합본,4,A_능률본문
1562,603,session,"학년, 학기, 수업; (회의·의회·법정 등이) 진행 중인 시기",We offer special sessions of our science camps.,우리는 과학 캠프에서 특별한 시간을 제공한다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,6,A_능률본문
6556,604,underground,지하의,The train runs underground.,기차는 지하(지하의/비밀의)로 운행된다.,"subterranean, secret",word,FALSE,16,,PDF: 워드마스터 수능2000,1,D_기타
5037,605,track,~을 추적하다,The train is on track 5.,기차가 5번 선로(경로/추적하다)에 있다.,"trail, path",word,FALSE,,,PDF: 2022 수능특강 단어장 | 기존 엑셀 통합본,2,C_EBS
4439,606,platform,"(어떤 일이 이루어지는) 작업대, 발판",The train is on platform 5.,기차가 5번 승강장(교단/플랫폼)에 있다.,"stage, stand",word,FALSE,,,PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | 기존 엑셀 통합본,3,C_EBS
6431,607,station,방송국; 정거장,The train is arriving at the station.,기차가 역(방송국/배치하다)에 도착하고 있다.,"terminal, depot",word,FALSE,,,기존 엑셀 통합본,1,D_기타
107,608,approach,"접근하다, 다가가다[오다] 접근(법)",The time is approaching when I should submit the report.,보고서를 제출해야 할 시간이 다가오고 있다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | 기존 엑셀 통합본,5,A_능률본문
810,609,get in,(안에) 들어가다; (차에) 타다,Please see if he has gotten in to the office.,그가 사무실에 들어왔는지 확인해 주세요.,,word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
518,610,depart,"출발하다, 떠나다",Check-in counters close 30 minutes before the flight departs.,탑승 수속 카운터는 비행기가 출발하기 30분 전에 마감된다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록,2,A_능률본문
781,611,freight,운송[적재] 화물; 화물을 싣다; 운송하다,The ship carries both freight and passengers.,테마로 외우는 어휘 III,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,3,A_능률본문
886,612,hold up,"지연시키다; 정지하다, 서다",The builders used some pieces of wood to hold up the roof.,건축업자들은 지붕을 떠받치기 위해 몇몇 나무토막을 사용했다.,sustain,word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 어휘끝 수능,2,A_능률본문
281,613,chaotic,"혼돈된, 무질서한, 혼란한",The global economy is becoming more and more chaotic.,세계 경제는 점점 더 혼란스러워지고 있다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교필수2000 일별 단어 목록,3,A_능률본문
858,614,hand down,"~을 전하다, (후세에) 물려주다",The owner of the restaurant made a fortune with the recipes handed,식당 주인은 할머니에게 물려받은 요리법으로 부자가 되었다. Unit,inherit,word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 어휘끝 수능,3,A_능률본문
507,615,deficit,"부족(액), 적자",There was a deficit in sales this year.,올해 영업이 적자였다.,,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록,4,A_능률본문
3941,616,inland,내륙(의); 국내(의),The town is 50 miles inland.,그 마을은 내륙으로 50마일 들어가 있다.,"interior, upcountry",word,FALSE,,,PDF: 2022 수능특강 단어장 | 기존 엑셀 통합본,2,C_EBS
5033,617,tower,우뚝 솟다,The tower is 100 meters high.,그 탑(고층 건물)은 높이가 100미터이다.,"column, spire",word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
5889,618,industry,산업; 근면,The tourism industry is growing.,관광 산업(근면)이 성장하고 있다.,"business, diligence",word,FALSE,47,,PDF: 워드마스터 수능2000,1,D_기타
333,619,come to,"(머리·마음 속에) 떠오르다, 생각나다",A good idea came to me this morning.,오늘 아침에 내게 좋은 생각이 떠올랐다.,,word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
2730,620,versatile,"형 다재다능한; (사물이) 다용도의, 다목적의",A musical actor must be versatile enough to sing,뮤지컬 배우는 다양한 장르의 노래를 부르고 춤을 출 수 있을 만큼 충분히 다재다능해야 한다.,,word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
