vocab_id,vocab_new_id,word,meaning_ko,example_en,example_ko,동의어,entry_type,is_phrase,day,related_forms,source_list,source_count,priority_group
300,667,circular,"1. 원형의, 둥근 2. 순회하는, 순환하는",The table is circular.,테이블이 원형의(순환하는) 모양이다.,"round, orbital",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000,4,A_능률본문
1610,668,sophisticated,"1. 세련된, 교양 있는 2. 정교한",The system uses sophisticated technology.,그 시스템은 정교한(세련된/복잡한) 기술을 사용한다.,"refined, complex",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,7,A_능률본문
1512,669,rough,"1. 대강의, 대충의 2. 거친, 험한 3. 힘든",The surface was rough.,표면이 거친(거친/대략의) 상태였다.,"uneven, coarse",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000,3,A_능률본문
6387,670,smooth,"부드러운, 매끄러운",The surface of the lake was perfectly smooth.,호수의 표면은 완벽하게 매끄러웠다(부드러운).,"even, level",word,FALSE,8,,PDF: 능률_고교기본 일별 단어 목록,1,D_기타
4941,671,surface,"수면, 표면; 수면으로 올라오다",The surface of the lake was calm.,호수의 표면(지면/수면으로 올라오다)은 잔잔했다.,"top, exterior",word,FALSE,4,,PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,4,C_EBS
1722,672,supreme,"최고의, 최상의",The Supreme Court made a final decision.,대법원(최고의/최상의)이 최종 판결을 내렸다.,"ultimate, top",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,4,A_능률본문
1719,673,supply,공급하다         1. 공급(량) 2. ((~ies)) 보급품,The supply of water is limited.,물 공급(공급하다/비축물)이 제한되어 있다.,"provide, provision",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | 기존 엑셀 통합본,4,A_능률본문
3890,674,inadequate,부적당한,The supply of food was inadequate.,식량 공급이 불충분한(부적절한) 상태였다.,"insufficient, deficient",word,FALSE,,,PDF: 2022 수능특강 단어장,1,C_EBS
42,675,adequate,"적절한, 충분한 (          sufficient   inadequate)",The supply is not adequate for our needs.,공급량이 우리의 필요에 충분하지 않다.,"sufficient, enough",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | 기존 엑셀 통합본,7,A_능률본문
554,676,diminish,"줄어들다, 축소하다 (           reduce)",The supply is diminishing.,공급량이 줄어들고(감소하다) 있다.,"decrease, reduce",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,9,A_능률본문
3955,677,inspiration,영감,The sunset was an inspiration to him.,일출은 그에게 영감을 주는 것이었다.,"influence, stimulus",word,FALSE,15,,PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | 기존 엑셀 통합본,3,C_EBS
1622,678,spectacle,"1. 구경거리, 장관 2. ((~s)) 안경",The sunrise was a magnificent spectacle.,일출은 장엄한 광경(구경거리/안경)이었다.,"sight, display",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,4,A_능률본문
593,679,divine,"신의, 신성한",The sunrise was a divine sight.,일출은 신성한(신적인) 광경이었다.,"heavenly, sacred",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,5,A_능률본문
829,680,go down,"감소하다, 떨어지다",The sun went down.,해가 졌다(내려가다/기록되다).,"descend, fall",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
1136,681,merciless,"무자비한, 잔인한",The sun was merciless.,햇볕이 무자비(냉혹)했다.,"cruel, ruthless",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록,2,A_능률본문
1877,682,vanish,"사라지다, 소멸하다",The sun vanished behind the clouds.,해는 구름 뒤로 사라졌다.,"disappear, fade",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,7,A_능률본문
5620,683,dusk,"황혼, 해 질 녘",The sun sets at dusk.,해는 황혼 녘에 저문다.,"twilight, evening",word,FALSE,98,,PDF: 워드마스터 수능2000,1,D_기타
887,684,horizon,"1. ((the ~)) 지평선, 수평선 2. ((~s)) 시야",The sun sank below the horizon.,해가 지평선(수평선) 아래로 저물었다.,skyline,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,5,A_능률본문
6305,685,rise,"상승, 발전",The sun rises in the east.,해는 동쪽에서 뜬다(일어나다/상승).,"ascend, increase",word,FALSE,2,,PDF: 능률_고교기본 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,3,D_기타
2564,686,radiate,"동 (빛, 열 등을) 방출하다, 내뿜다 (= emit)",The sun radiates light and heat.,태양은 빛과 열을 방사하다(내뿜다).,"emit, release",word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
6406,687,source,"원천, 근원",The sun is our main source of energy.,태양은 우리의 주요 에너지원(출처)이다.,"origin, root",word,FALSE,9,,PDF: 능률_고교기본 일별 단어 목록,1,D_기타
334,688,come up,"~이 생각나다, 창안하다",The sun is coming up.,해(문제)가 뜨고(발생하고) 있다.,"rise, occur",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장,2,A_능률본문
645,689,emit,"방출하다, ~을 내뿜다",The sun emits light and heat.,태양은 빛과 열을 방출한다(내뿜다).,"release, discharge",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,4,A_능률본문
6357,690,shadow,그림자,The sun cast a long shadow.,태양이 긴 그림자(어둠)를 드리웠다.,"silhouette, darkness",word,FALSE,7,,PDF: 워드마스터 수능2000,1,D_기타
269,691,cast,(cast - cast) 1. (시선·미소 등을) 던지다 2. 배역을 정하다 3. 주조하다,The sun cast a long shadow.,태양이 긴 그림자를 드리웠다(던지다).,"throw, project",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,8,A_능률본문
1708,692,sum,"1. 액수 2. ((the ~ of)) 합계, 총합, 전부",The sum of 2 and 3 is 5.,2와 3의 합(액수/요약하다)은 5이다.,"total, amount",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,5,A_능률본문
4963,693,tailor,재단사,The suit was made by a tailor.,그 정장은 재단사(맞추다)가 만들었다.,"outfitter, dressmaker",word,FALSE,,,PDF: 2022 수능특강 단어장,1,C_EBS
1502,694,ridiculous,"우스운, 터무니없는",The suggestion was ridiculous.,그 제안은 터무니없는(웃기는) 것이었다.,"absurd, silly",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | 기존 엑셀 통합본,3,A_능률본문
2056,695,canal,"명 운하, 수로",The Suez Canal is a major waterway.,수에즈 운하(수로)는 주요 수로이다.,"waterway, channel",word,FALSE,74,,PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,2,B_어휘끝
5122,696,unprecedented,"전례가 없는, 미증유의",The success was unprecedented.,그 성공은 전례 없는(유례없는) 것이었다.,"new, exceptional",word,FALSE,,,PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장,2,C_EBS
1694,697,subsequent,"다음의, 그 이후의",The subsequent events changed everything.,그 뒤의(차후의) 사건들이 모든 것을 바꾸어 놓았다.,"following, later",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,4,A_능률본문
1539,698,scientific,"과학적인, 과학의",The study used scientific methods.,그 연구는 과학적인 방법을 사용했다.,"empirical, systematic",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록,3,A_능률본문
2324,699,hypothesis,명 가설(假說); 가정 (= assumption),The study tests the hypothesis.,그 연구는 가설을 검증한다.,"theory, assumption",word,FALSE,30,,PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,5,B_어휘끝
2024,700,bioethics,명 생명 윤리(학),The study explores bioethics.,그 연구는 생명 윤리를 탐구한다.,biological ethics,word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
5107,701,uniform,"획일적인, 동일한",The students wear school uniforms.,학생들은 교복(균일한)을 입는다.,"consistent, standard",word,FALSE,,,PDF: 2022 수능특강 단어장,1,C_EBS
491,702,debate,"논쟁, 토론        논쟁하다, 토론하다",The students had a lively debate.,학생들은 활기찬 토론을 벌였다.,"discussion, argument",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,8,A_능률본문
129,703,assemble,"1. 모으다, 모이다 2. 조립하다",The students assembled in the hall.,학생들이 강당에 모였다.,"gather, collect",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,8,A_능률본문
86,704,anatomy,1. 해부 2. 해부학,The students are studying human anatomy.,학생들은 인체 해부학을 공부하고 있다.,"structure, framework",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록,2,A_능률본문
700,705,expel,"내쫓다, 추방하다",The student was expelled for cheating.,그 학생은 부정행위로 퇴학(쫓아내다)당했다.,"eject, banish",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,6,A_능률본문
903,706,illuminate,"조명하다, 밝게 하다",The street was illuminated by lamps.,거리가 등불로 밝게 비춰졌다(설명하다).,"light up, clarify",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,5,A_능률본문
1885,707,vendor,"행상인, 노점 상인",The street vendor sells snacks.,노점상(판매업체)이 간식을 판다.,"seller, merchant",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,4,A_능률본문
1278,708,pedestrian,보행자       보행자(용)의,The street is for pedestrians only.,그 거리는 보행자 전용이다.,"walker, foot traveler",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,6,A_능률본문
5694,709,fabrication,"(섬유의) 구성, 조직",The story was a total fabrication.,그 이야기는 완전히 꾸며낸 것(제작)이었다.,"lie, forgery",word,FALSE,,,기존 엑셀 통합본,1,D_기타
1235,710,originate,"1. ((~ from)) 생기다, 일어나다 2. ((~ in)) 비롯되다, 유래하다",The story originated in India.,그 이야기는 인도에서 유래(시작)되었다.,"stem from, begin",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,6,A_능률본문
1177,711,narrative,"1. 서술의 2. 이야기로 이루어진          이야기, 담화",The story has a strong narrative.,그 이야기는 강력한 서사(이야기/화술)를 담고 있다.,"story, tale",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,7,A_능률본문
3588,712,fascinate,매료시키다,The story fascinated the children.,그 이야기가 아이들을 매료시켰다(마음을 빼앗다).,"charm, captivate",word,FALSE,14,,PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 워드마스터 수능2000,4,C_EBS
2057,713,captivate,동 (~의) 마음을 사로잡다 (= fascinate),The story captivated the children.,그 이야기는 아이들의 마음을 사로잡았다(매혹하다).,"charm, fascinate",word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
208,714,boil down,1. 요약하다 2. (물·찌개 등을) 졸이다,The story boils down to one fact.,그 이야기는 결국 하나의 사실로 요약된다.,"summarize, condense",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
5100,715,unfold,"(경치, 이야기 등이) 전개되다, 펼쳐",The story began to unfold gradually.,이야기가 점차 전개되기 시작했다.,"reveal, develop",word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
1934,716,wreck,1. 파괴 2. 난파        난파시키다,The storm wrecked the ship.,폭풍이 배를 난파시켰다(난파선).,"ruin, destroy",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,4,A_능률본문
1894,717,violent,"1. 격렬한, 맹렬한 2. 폭력적인",The storm was very violent.,폭풍이 매우 격렬한(폭력적인) 상태였다.,"fierce, brutal",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록,3,A_능률본문
5009,718,threaten,위협하다,The storm threatened the city.,폭풍이 도시를 위협(협박하다)했다.,"menace, endanger",word,FALSE,9,,PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록,2,C_EBS
1514,719,ruin,"망치다       1. 파괴, 붕괴 2. 잔해, 폐허",The storm ruined the crops.,폭풍이 농작물을 망쳐(파괴하다/폐허) 놓았다.,"destroy, wreck",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,6,A_능률본문
1456,720,render,"1. ~한 상태로 만들다 2. (도움 등을) 주다, 제공하다",The storm rendered the roads impassable.,폭풍이 도로를 통행 불가능하게 만들었다(주다/표현하다).,"make, provide",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,4,A_능률본문
583,721,disrupt,"방해하다, 지장을 주다",The storm disrupted the power supply.,폭풍이 전력 공급을 중단시켰다(혼란에 빠뜨리다).,"disturb, break up",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,6,A_능률본문
485,722,damage,"손해, 손상        손해[피해]를 입히다",The storm caused great damage.,폭풍은 큰 피해(손해)를 입혔다.,"harm, injury",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록,3,A_능률본문
3568,723,extensive,광범위한,The storm caused extensive damage.,폭풍이 광범위한(방대한) 피해를 입혔다.,"broad, vast",word,FALSE,,,PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | 기존 엑셀 통합본,3,C_EBS
5637,724,electricity,전기,The storm caused a lack of electricity.,폭풍이 정전(전기)을 일으켰다.,"power, current",word,FALSE,30,,PDF: 능률_고교기본 일별 단어 목록 | PDF: 워드마스터 수능2000,2,D_기타
3538,725,exclusively,오직 ~뿐,The store sells exclusively imported goods.,그 상점은 오로지(배타적으로) 수입품만 판매한다.,"only, solely",word,FALSE,,,PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장,4,C_EBS
1486,726,retail,소매        소매하다       소매로,The store sells clothes at retail.,상점은 옷을 소매(소매하다)로 판다.,consumer sales,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,5,A_능률본문
5153,727,variety,"(언어의) 이형태, 변형",The store sells a wide variety of goods.,그 상점은 매우 다양한 물건을 판매한다.,"diversity, range",word,FALSE,14,,PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 워드마스터 수능2000,4,C_EBS
3394,728,discount,할인(하다),The store offers a 10% discount.,상점은 10% 할인을 제공한다.,"reduction, deduction",word,FALSE,12,,PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,4,C_EBS
2370,729,inventory,명 물품 목록; 재고품 (= stock),The store keeps an inventory of goods.,그 상점은 물품 목록(재고)을 유지한다.,"list, stock",word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
5505,730,convenience,"편의, 편리",The store is open for your convenience.,그 상점은 당신의 편의를 위해 열려 있다.,"handiness, comfort",word,FALSE,62,,PDF: 워드마스터 수능2000,1,D_기타
1986,731,array,동 (군대를) 정렬시키다; (보기 좋게) 배열하다 명 정렬; 배열,The store has a vast array of goods.,그 상점은 방대한 진열(집합/배열하다) 상품을 갖추고 있다.,"collection, display",word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
1671,732,stock,1. 주식 2. 재고 3. 저장,The store has a large stock of items.,상점은 많은 재고(주식/가축/비축하다)를 가지고 있다.,"inventory, shares",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,8,A_능률본문
641,733,embed,1. 깊숙이 박다 2. (마음·기억 등에) 깊이 새겨두다,The stone was embedded in the wall.,그 돌은 벽에 박혀 있었다.,"fix, insert",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,8,A_능률본문
551,734,digest,소화하다[되다],The stomach digests food.,위는 음식을 소화(요약)한다.,"absorb, summarize",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | 기존 엑셀 통합본,4,A_능률본문
379,735,condense,"1. 응결[농축]시키다, 응결되다 2. 요약하다",The steam condensed into water.,증기가 물로 응결(요약)되었다.,"compress, summarize",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,4,A_능률본문
1134,736,memorial,기념물       기념의,The statue is a war memorial.,그 동상은 전쟁 기념비(추도의)이다.,"monument, tribute",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000,4,A_능률본문
1654,737,statue,"상, 조각상",The statue commemorates the hero.,그 조상은 영웅을 기념한다.,"sculpture, figure",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록,2,A_능률본문
5465,738,commemorate,기념하다,The statue commemorates the fallen soldiers.,그 동상은 전사한 군인들을 기념한다.,"celebrate, honor",word,FALSE,76,,PDF: 워드마스터 수능2000,1,D_기타
4876,739,statistic,통계(자료); 통계학,The statistics show a rising trend.,통계(통계치)가 상승 추세를 보여준다.,"data, figures",word,FALSE,,,PDF: 2022 수능완성 단어장 | 기존 엑셀 통합본,2,C_EBS
1653,740,statistics,1. 통계(치) 2. 통계학,The statistics show a rising trend.,통계(통계학) 수치는 상승 추세를 보여준다.,"data, figures",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,4,A_능률본문
917,741,implication,"1. 함축, 암시 2. 영향, 결과",The statement has serious implications.,그 진술은 심각한 함축(영향/연루)을 담고 있다.,"suggestion, consequence",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,4,A_능률본문
244,742,bureaucracy,"1. 관료 제도, 관료 정치 2. 관료주의",The state bureaucracy is efficient.,국가 관료제는 효율적이다.,"administration, red tape",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록,2,A_능률본문
2737,743,visible,"형 눈에 보이는 (↔ invisible 보이지 않는); 뚜렷한, 명백한 (= obvious)",The stars were visible in the night sky.,밤하늘에 별들이 보였다(뚜렷한).,"apparent, clear",word,FALSE,,,PDF: 2022 수능특강 단어장 | PDF: 어휘끝 수능 | 기존 엑셀 통합본,4,B_어휘끝
4874,744,star,주연[주역]을 맡기다,The stars were shining brightly.,별(인기 스타/주연을 맡다)들이 밝게 빛나고 있었다.,"celestial body, celebrity",word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
2649,745,spectator,명 (특히 스포츠 행사의) 관중,The stadium was full of spectators.,경기장은 관객(구경꾼)들로 가득 찼다.,"viewer, observer",word,FALSE,86,,PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,2,B_어휘끝
2594,746,repel,동 1. 격퇴하다; 쫓아버리다 2. 혐오감을 주다 (= disgust),The spray repels insects.,그 스프레이는 곤충을 쫓아버린다(반발하다).,"drive away, resist",word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
720,747,facility,"1. ((~s)) 설비, 시설 2. 기능 3. 건물, 장소 4. 재능, 능력 ( talent)",The sports facility is excellent.,스포츠 시설(기능/편의/재능)이 훌륭하다.,"amenity, resource",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,8,A_능률본문
3334,748,deadly,"치명적인, 목숨을 건",The spider has a deadly poison.,그 거미는 치명적인 독을 가지고 있다.,"fatal, lethal",word,FALSE,7,,PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록,2,C_EBS
4456,749,poison,중독시키다,The spider has a deadly poison.,그 거미는 치명적인 독(중독시키다)을 가지고 있다.,"venom, toxin",word,FALSE,29,,PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록,2,C_EBS
713,750,extinct,"1. 멸종된, 사라진 2. (화산 등이) 활동을 멈춘",The species is now extinct.,그 종은 이제 멸종된(사라진/꺼진) 상태이다.,"dead, vanished",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,6,A_능률본문
1964,751,amplify,"동 1. 확대하다, 증폭시키다 2. 더 자세히 설명하다",The speakers amplify the sound.,스피커가 소리를 증폭시킨다.,"expand, boost",word,FALSE,50,,PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,4,B_어휘끝
547,752,die away,"잠잠해지다, 점차 희미해지다",The sound of the music died away.,음악 소리가 서서히 사라졌다(잦아들다).,"fade out, vanish",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
6175,753,popular,"인기 있는, 대중적인",The song is very popular.,그 노래는 매우 인기 있는(대중적인) 상태이다.,"famous, common",word,FALSE,15,,PDF: 능률_고교기본 일별 단어 목록,1,D_기타
176,754,be familiar to,"(사람에게) 익숙하다, 잘 알려져 있다",The song is familiar to me.,그 노래는 내게 친숙하다.,"well-known, common",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
1769,755,temporary,"일시적인, 임시의",The solution is only temporary.,그 해결책은 단지 일시적인(임시의) 것이다.,"transient, short-term",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,6,A_능률본문
2055,756,camouflage,"동 위장하다, 감추다 명 위장",The soldiers wore camouflage.,병사들은 위장(위장하다)복을 입고 있었다.,"disguise, mask",word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
1529,757,salute,1. 경례 2. 인사     1. 【군사】 경례하다 2. 인사하다,The soldiers saluted the general.,병사들이 장군에게 경례했다.,"greet, honor",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,3,A_능률본문
