vocab_id,vocab_new_id,word,old_meaning_ko,new_meaning_ko,reasons
1768,889,temperate,1. (기후·지역이) 온화한 2. (행동이) 절제된,(기후·지역이) 온화한; (행동이) 절제된,numbered_markers_removed|wide_space_normalized
2007,890,autonomy,명 1. 자치권 2. 자율(성) (= independence),명 자치권; 자율(성),english_parenthetical_removed|numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1256,891,overthrow,(overthrew - overthrown) 1. (지도자·정부를) 전복시키다 2. 폐지하다,(지도자·정부를) 전복시키다; 폐지하다,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
2570,899,ratio,"명 비(比), 비율 (= proportion, rate)","명 비(比), 비율",english_parenthetical_removed|wide_space_normalized
2361,901,intermittent,"형 간헐적인, 간간이 일어나는 (= sporadic)","형 간헐적인, 간간이 일어나는",english_parenthetical_removed|wide_space_normalized
1497,902,revive,1. 소생[회복]시키다 2. 되살아나다,소생[회복]시키다; 되살아나다,numbered_markers_removed|wide_space_normalized
1289,903,persist,"1. 계속 ~하다, 고집하다 2. 지속하다","계속 ~하다, 고집하다; 지속하다",numbered_markers_removed|wide_space_normalized
2334,905,impede,"동 (진행을) 지연시키다, 방해하다 (= hinder)","동 (진행을) 지연시키다, 방해하다",english_parenthetical_removed|wide_space_normalized
2312,906,hinder,"동 방해하다, 막다 (= interrupt, obstruct)","동 방해하다, 막다",english_parenthetical_removed|wide_space_normalized
2050,911,burrow,"동 1. (굴을) 파다 2. (~속으로) 파고들다, 파묻다            명 굴","동 (굴을) 파다; (~속으로) 파고들다, 파묻다 명 굴",numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1441,912,reign,통치 기간        1. 통치[지배]하다 2. 군림하다,통치 기간; 통치[지배]하다; 군림하다,numbered_markers_removed|wide_space_normalized
1247,916,outrage,"1. 격노, 분노 2. 불법 행위, 난폭         격분하게 하다","격노, 분노; 불법 행위, 난폭 격분하게 하다",numbered_markers_removed|wide_space_normalized
1372,917,proportion,"1. 비율, 부분 2. 균형, 조화","비율, 부분; 균형, 조화",numbered_markers_removed|wide_space_normalized
767,918,foretell,"(foretold - foretold) 예언하다, 예고하다","예언하다, 예고하다",english_parenthetical_removed|wide_space_normalized
2216,920,entail,동 수반하다 (= involve); (~을) 필요로 하다,동 수반하다; (~을) 필요로 하다,english_parenthetical_removed|wide_space_normalized
2179,922,doom,"명 불운, 파멸 동 (불행한) 운명을 맞게 하다 (= ruin 붕괴; 파멸시키다)","명 불운, 파멸 동 (불행한) 운명을 맞게 하다",english_parenthetical_removed|wide_space_normalized
237,924,budget,1. 예산 2. 예산안,예산; 예산안,numbered_markers_removed|wide_space_normalized
1298,925,phase,"국면, 단계        단계적으로 실행하다","국면, 단계 단계적으로 실행하다",wide_space_normalized
1586,927,simulate,"1. 흉내 내다, ~인 체하다 2. ~의 모의실험을 하다","흉내 내다, ~인 체하다; ~의 모의실험을 하다",numbered_markers_removed|wide_space_normalized
49,928,adolescent,청소년        청소년의,청소년 청소년의,wide_space_normalized
857,929,halt,"정지, 멈춤         정지시키다","정지, 멈춤 정지시키다",wide_space_normalized
2656,939,stem,"명 1. (식물의) 줄기, 대 2. ((언어)) 어간(語幹) ((낱말의 어형변화에 대한 기본형))","명 (식물의) 줄기, 대 ((언어)) 어간(語幹) ((낱말의 어형변화에 대한 기본형))",numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
2510,941,perplex,"동 당혹케 하다, 난처하게 하다 (= embarrass, puzzle)","동 당혹케 하다, 난처하게 하다",english_parenthetical_removed|wide_space_normalized
362,942,complex,"1. 복잡한 2. 복합의            1. 건물 단지 2. 복합체 3. 콤플렉스, 강박관념","복잡한; 복합의; 건물 단지; 복합체; 콤플렉스, 강박관념",numbered_markers_removed|wide_space_normalized
2617,944,scope,"명 1. 범위, 영역 (= range)   2. 여지; 기회 (= opportunity)","명 범위, 영역; 여지; 기회",english_parenthetical_removed|numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
853,945,grow out of,1. ~에서 생겨나다 2. ~이 작아지다,~에서 생겨나다; ~이 작아지다,numbered_markers_removed|wide_space_normalized
1545,946,sector,"부문, 분야, 영역 (      area)","부문, 분야, 영역",english_parenthetical_removed|wide_space_normalized
1445,947,release,"1. 놓아주다, 석방하다 2. 발표[개봉]하다 3. (감정을) 표출하다","놓아주다, 석방하다; 발표[개봉]하다; (감정을) 표출하다",numbered_markers_removed|wide_space_normalized
386,948,confine,"1. 한정하다, 제한하다 2. 가두다, 감금하다","한정하다, 제한하다; 가두다, 감금하다",numbered_markers_removed|wide_space_normalized
676,949,escape,"달아나다, 탈출하다, 벗어나다              탈출, 도피","달아나다, 탈출하다, 벗어나다 탈출, 도피",wide_space_normalized
1418,953,reasonable,1. 합리적인 ( rational         unreasonable) 2. 정당한,합리적인; 정당한,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
932,956,include,"1. 포함하다 2. 넣다, 포함시키다","포함하다; 넣다, 포함시키다",numbered_markers_removed|wide_space_normalized
328,957,come down,1. 결국 ~이 되다 2. ~에 이르다,결국 ~이 되다; ~에 이르다,numbered_markers_removed|wide_space_normalized
837,961,govern,"1. (나라·기관 등을) 다스리다, 통치하다 2. (행동 등을) 결정하다","(나라·기관 등을) 다스리다, 통치하다; (행동 등을) 결정하다",numbered_markers_removed|wide_space_normalized
497,962,declare,"1. 선언하다, 발표하다 2. (세관 등에) 신고하다","선언하다, 발표하다; (세관 등에) 신고하다",numbered_markers_removed|wide_space_normalized
382,963,confer,"1. 협의하다, 의논하다 2. (상·명예 등을) 수여하다, 주다","협의하다, 의논하다; (상·명예 등을) 수여하다, 주다",numbered_markers_removed|wide_space_normalized
1335,964,present,1. 참석한 2. 현재의     1. 선물 2. ((the ~)) 현재,참석한; 현재의; 선물; () 현재,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
1650,967,static,정적인 (    immobile)    1. 잡음 2. 정전기,정적인; 잡음; 정전기,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
2699,969,thermal,형 1. 열(熱)의 2. 보온이 잘되는,형 열(熱)의; 보온이 잘되는,numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
2110,971,counterproductive,형 역효과를 낳는; 비생산적인 (↔ productive 생산적인),형 역효과를 낳는; 비생산적인,english_parenthetical_removed|wide_space_normalized
1748,974,take away,1. 가져가다 2. (식탁을) 치우다,가져가다; (식탁을) 치우다,numbered_markers_removed|wide_space_normalized
2012,975,back off,1. 뒤로 물러나다 2. (의견 등을) 철회하다; (뜻을) 굽히다,뒤로 물러나다; (의견 등을) 철회하다; (뜻을) 굽히다,numbered_markers_removed|wide_space_normalized
1727,976,suspect,"의심하다, ~라고 생각하다            용의자","의심하다, ~라고 생각하다 용의자",wide_space_normalized
1687,979,subdue,"1. (나라·국민 등을) 정복하다, 진압하다 ( conquer)","(나라·국민 등을) 정복하다, 진압하다",english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
2567,981,raid,"동 1. 습격하다, 급습하다 2. 침입하다              명 1. 습격, 급습 2. (불법) 침입","동 습격하다, 급습하다; 침입하다 명 습격, 급습; (불법) 침입",numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
309,987,clue,"1. (이야기·생각의) 줄거리 2. 실마리, 단서              ~에 암시를 주다","(이야기·생각의) 줄거리; 실마리, 단서 ~에 암시를 주다",numbered_markers_removed|wide_space_normalized
659,990,enforce,"1. 시행하다, 집행하다 2. 강요하다","시행하다, 집행하다; 강요하다",numbered_markers_removed|wide_space_normalized
2356,991,inquiry,"/                          명 1. 질문, 문의 2. 조사, 연구","/ 명 질문, 문의; 조사, 연구",numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1352,993,probe,"(엄밀히) 조사하다, 검사하다           (엄밀한) 조사","(엄밀히) 조사하다, 검사하다 (엄밀한) 조사",wide_space_normalized
1980,996,apprehend,"동 1. 체포하다 (= arrest) 2. 이해하다, 파악하다","동 체포하다; 이해하다, 파악하다",english_parenthetical_removed|numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
2527,997,polar,"형 1. 북극[남극]의, 극지의 2. (자석의) 양극[음극]의","형 북극[남극]의, 극지의; (자석의) 양극[음극]의",numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
2202,999,elevate,동 1. (들어)올리다; 증가시키다 (= raise) 2. 승진[승격]시키다 (= promote),동 (들어)올리다; 증가시키다; 승진[승격]시키다,english_parenthetical_removed|numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
2696,1000,terrestrial,형 1. 지구의 2. 육지의; 육지에 사는,형 지구의; 육지의; 육지에 사는,numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1752,1001,take off,1. ~을 벗다 2. 이륙하다,~을 벗다; 이륙하다,numbered_markers_removed|wide_space_normalized
1839,1002,turbulence,1. 폭풍 상태 2. 난기류 3. 소란,폭풍 상태; 난기류; 소란,numbered_markers_removed|wide_space_normalized
2145,1004,descend,"동 하강하다, 내려오다 (↔ ascend 올라가다)","동 하강하다, 내려오다",english_parenthetical_removed|wide_space_normalized
1989,1005,ascend,"동 오르다, 올라가다 (= climb)(↔ descend 내려오다)","동 오르다, 올라가다",english_parenthetical_removed|wide_space_normalized
916,1007,implement,"도구, 연장        (정책·계획 등을) 실행[이행]하다","도구, 연장 (정책·계획 등을) 실행[이행]하다",wide_space_normalized
109,1009,approve,1. 찬성하다 2. 승인하다,찬성하다; 승인하다,numbered_markers_removed|wide_space_normalized
943,1014,infancy,1. 유아기 2. 초기 (단계),유아기; 초기 (단계),numbered_markers_removed|wide_space_normalized
630,1018,eject,1. 내쫓다 ( expel) 2. 해고하다,내쫓다; 해고하다,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
6143,1019,physician,"의사, 내과 의사 (physician의 오타)","의사, 내과 의사",english_parenthetical_removed|wide_space_normalized
736,1021,feature,1. 특징 2. 이목구비 3. 특집 (기사[방송])            특징으로 삼다,특징; 이목구비; 특집 (기사[방송]) 특징으로 삼다,numbered_markers_removed|wide_space_normalized
6139,1024,pharmacist,약사 (pharmacist의 오타),약사,english_parenthetical_removed|wide_space_normalized
1291,1025,personnel,"(총)인원, (전) 직원      인사의, 직원의","(총)인원, (전) 직원 인사의, 직원의",wide_space_normalized
1903,1032,vote,1. 투표 2. 투표[선거]권        투표하다,투표; 투표[선거]권 투표하다,numbered_markers_removed|wide_space_normalized
1637,1039,stable,1. 안정된 2. 침착한         마구간,안정된; 침착한 마구간,numbered_markers_removed|wide_space_normalized
1659,1040,steady,1. 꾸준한 2. 안정된,꾸준한; 안정된,numbered_markers_removed|wide_space_normalized
154,1042,auction,경매        경매하다,경매 경매하다,wide_space_normalized
801,1045,genuine,1. 진실된 ( honest) 2. 진짜의 ( authentic),진실된; 진짜의,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
2002,1046,authentic,"형 진짜의, 진품의 (= real, genuine)(↔ fake 가짜의); 진실된; 진심의 (= sincere)","형 진짜의, 진품의; 진실된; 진심의",english_parenthetical_removed|wide_space_normalized
43,1050,adhere,"1. 들러붙다 2. (주의·신념·의견에) 충실하다, 고수하다","들러붙다; (주의·신념·의견에) 충실하다, 고수하다",numbered_markers_removed|wide_space_normalized
1250,1052,overall,"전부의, 총체적인         전반적으로","전부의, 총체적인 전반적으로",wide_space_normalized
1234,1053,origin,"1. 기원, 유래 2. 출신","기원, 유래; 출신",numbered_markers_removed|wide_space_normalized
770,1054,formidable,1. 무서운 2. 만만치 않은,무서운; 만만치 않은,numbered_markers_removed|wide_space_normalized
1313,1055,poll,1. 투표 2. 여론 조사        1. (표를) 얻다 2. 여론 조사를 하다,투표; 여론 조사; (표를) 얻다; 여론 조사를 하다,numbered_markers_removed|wide_space_normalized
971,1059,inspect,"1. 점검하다, 검사하다 2. 시찰하다, 감사하다","점검하다, 검사하다; 시찰하다, 감사하다",numbered_markers_removed|wide_space_normalized
909,1060,immense,"엄청난, 어마어마한 (          enormous)","엄청난, 어마어마한",english_parenthetical_removed|wide_space_normalized
1208,1062,observance,1. 준수 2. 의식,준수; 의식,numbered_markers_removed|wide_space_normalized
1204,1063,object,"1. 물체 2. 목적, 목표 3. (행동·감정의) 대상                 반대하다","물체; 목적, 목표; (행동·감정의) 대상 반대하다",numbered_markers_removed|wide_space_normalized
904,1064,illusion,"1. 환각, 환영 2. 착각","환각, 환영; 착각",numbered_markers_removed|wide_space_normalized
134,1066,assist,"돕다, 거들다         【스포츠】 어시스트","돕다, 거들다 【스포츠】 어시스트",wide_space_normalized
2194,1067,dwindle,동 (점점) 줄어들다; 감소되다 (= decrease),동 (점점) 줄어들다; 감소되다,english_parenthetical_removed|wide_space_normalized
407,1070,constant,1. 끊임없는 2. 불변의            1. 불변(의 것) 2. 【수학】 상수,끊임없는; 불변의; 불변(의 것); 【수학】 상수,numbered_markers_removed|wide_space_normalized
1808,1071,torment,"고통, 고뇌        1. 고통을 주다 2. 괴롭히다","고통, 고뇌; 고통을 주다; 괴롭히다",numbered_markers_removed|wide_space_normalized
2042,1080,broadcast,"동 1. 방송하다 2. 널리 알리다, 사방에 퍼뜨리다                     명 방송","동 방송하다; 널리 알리다, 사방에 퍼뜨리다 명 방송",numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1827,1081,tremendous,"1. 엄청난, 막대한 2. 대단한","엄청난, 막대한; 대단한",numbered_markers_removed|wide_space_normalized
1830,1082,trigger,1. 촉발시키다 2. 작동시키다             1. 방아쇠 2. 계기,촉발시키다; 작동시키다; 방아쇠; 계기,numbered_markers_removed|wide_space_normalized
2668,1083,stun,"동 1. 놀라게 하다 (= surprise) 2. (때려서) 기절시키다, 실신시키다","동 놀라게 하다; (때려서) 기절시키다, 실신시키다",english_parenthetical_removed|numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1668,1084,stimulate,"1. 자극하다 2. 격려하다, 고무시키다","자극하다; 격려하다, 고무시키다",numbered_markers_removed|wide_space_normalized
1633,1085,spread,"(spread - spread) 1. 퍼뜨리다, 확산되다 2. 펼치다 3. 펴 바르다","퍼뜨리다, 확산되다; 펼치다; 펴 바르다",english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
1257,1089,overwhelm,1. 압도하다 2. 당황하게 하다 3. 너무 많아 감당하기 힘들게 하다,압도하다; 당황하게 하다; 너무 많아 감당하기 힘들게 하다,numbered_markers_removed|wide_space_normalized
1789,1090,threat,"1. 위협, 협박 2. (나쁜 일의) 징조, 조짐","위협, 협박; (나쁜 일의) 징조, 조짐",numbered_markers_removed|wide_space_normalized
868,1092,hasten,"1. 서둘러 하다 2. 재촉하다, 앞당기다","서둘러 하다; 재촉하다, 앞당기다",numbered_markers_removed|wide_space_normalized
914,1093,impact,1. 충격 2. 영향     충격을 주다,충격; 영향 충격을 주다,numbered_markers_removed|wide_space_normalized
589,1096,distress,"괴롭히다, 근심하게 하다             1. 고통, 고뇌 2. 곤궁, 빈곤","괴롭히다, 근심하게 하다; 고통, 고뇌; 곤궁, 빈곤",numbered_markers_removed|wide_space_normalized
213,1101,boost,"신장시키다, 북돋우다            1. 격려, 힘 2. 증가","신장시키다, 북돋우다; 격려, 힘; 증가",numbered_markers_removed|wide_space_normalized
1995,1102,astonish,"동 깜짝 놀라게 하다 (= amaze, astound)",동 깜짝 놀라게 하다,english_parenthetical_removed|wide_space_normalized
1985,1103,arouse,"동 1. (감정, 태도 등을) 불러일으키다 (= evoke, stir up); 자극하다","동 (감정, 태도 등을) 불러일으키다; 자극하다",english_parenthetical_removed|numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1117,1110,marvel,놀라다      놀라운 사람[물건],놀라다 놀라운 사람[물건],wide_space_normalized
2645,1111,spacious,"형 (공간, 방이) 넓은, 훤히 트인 (= roomy)","형 (공간, 방이) 넓은, 훤히 트인",english_parenthetical_removed|wide_space_normalized
1004,1114,intrigue,1. 호기심을 자극하다 2. 음모를 꾸미다           음모,호기심을 자극하다; 음모를 꾸미다 음모,numbered_markers_removed|wide_space_normalized
1609,1117,soothe,"1. 달래다, 위로하다 2. 편안하게 해주다","달래다, 위로하다; 편안하게 해주다",numbered_markers_removed|wide_space_normalized
2648,1120,specimen,"명 견본, 표본 (= sample)","명 견본, 표본",english_parenthetical_removed|wide_space_normalized
696,1121,exhibit,전시하다          전시(품),전시하다 전시(품),wide_space_normalized
1544,1122,sculpture,1. 조각 2. 조각술,조각; 조각술,numbered_markers_removed|wide_space_normalized
1322,1123,pottery,1. 도기 2. 도기 제조법,도기; 도기 제조법,numbered_markers_removed|wide_space_normalized
579,1124,display,"1. 전시[진열]하다 2. 드러내다          1. 전시 2. 표현, 과시","전시[진열]하다; 드러내다; 전시; 표현, 과시",numbered_markers_removed|wide_space_normalized
378,1126,condemn,1. 비난하다 2. 선고를 내리다 3. (좋지 않은 상황에) 처하게 하다,비난하다; 선고를 내리다; (좋지 않은 상황에) 처하게 하다,numbered_markers_removed|wide_space_normalized
2190,1130,dull,"형 1. 지루한, 따분한 (= boring)      2. (빛, 색깔 등이) 흐린, 칙칙한","형 지루한, 따분한; (빛, 색깔 등이) 흐린, 칙칙한",english_parenthetical_removed|numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
342,1132,commercial,"상업의, 무역의           광고 방송","상업의, 무역의 광고 방송",wide_space_normalized
1968,1133,animate,"동 생기를 불어넣다, 생기 있게 하다 형 생기 있는 (↔ inanimate 활기 없는; 무생물의)","동 생기를 불어넣다, 생기 있게 하다 형 생기 있는",english_parenthetical_removed|wide_space_normalized
1944,1134,acclaim,"동 칭송하다, 환호하다 명 칭송 (↔ criticism 비판)","동 칭송하다, 환호하다 명 칭송",english_parenthetical_removed|wide_space_normalized
2556,1135,publicity,"명 1. (언론의) 관심; 널리 알려짐 2. 광고, 홍보 (= promotion)","명 (언론의) 관심; 널리 알려짐; 광고, 홍보",english_parenthetical_removed|numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
669,1139,epic,"서사시의, 서사체의          1. 서사시 2. 대하 소설","서사시의, 서사체의; 서사시; 대하 소설",numbered_markers_removed|wide_space_normalized
1946,1140,adaptation,명 1. 적응 2. 각색,명 적응; 각색,numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1310,1143,plot,1. 줄거리 2. 음모,줄거리; 음모,numbered_markers_removed|wide_space_normalized
1341,1144,preview,"사전 조사, 시사회          사전 검토[조사]하다","사전 조사, 시사회 사전 검토[조사]하다",wide_space_normalized
2631,1146,sheer,"형 1. 완전한 (= absolute); 순전한, 섞은 것이 없는 2. 몹시 가파른 (= steep)","형 완전한; 순전한, 섞은 것이 없는; 몹시 가파른",english_parenthetical_removed|numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
2615,1148,scenery,"명 경치, 풍경 (= view); 배경","명 경치, 풍경; 배경",english_parenthetical_removed|wide_space_normalized
1407,1149,range,"1. 범위 2. 다양성        포함하다, (범위가 ~에서 ⋯에) 이르다","범위; 다양성 포함하다, (범위가 ~에서 ⋯에) 이르다",numbered_markers_removed|wide_space_normalized
1660,1152,steep,1. 가파른 2. 급격한,가파른; 급격한,numbered_markers_removed|wide_space_normalized
1200,1153,nurture,1. 양육하다 2. 양성하다       교육,양육하다; 양성하다 교육,numbered_markers_removed|wide_space_normalized
559,1154,disappear,사라지다 (      vanish),사라지다,english_parenthetical_removed|wide_space_normalized
1432,1157,reflect,1. (거울 등에) 비치다 2. (빛 등을) 반사하다 3. 반영하다 4. 심사숙고하다,(거울 등에) 비치다; (빛 등을) 반사하다; 반영하다; 심사숙고하다,numbered_markers_removed|wide_space_normalized
587,1158,distort,1. 왜곡하다 2. (형체·소리 등을) 비틀다,왜곡하다; (형체·소리 등을) 비틀다,numbered_markers_removed|wide_space_normalized
55,1161,affair,"1. ((~s)) 일, 활동 2. 사건, 스캔들","() 일, 활동; 사건, 스캔들",english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
1436,1166,regime,1. 정치 제도 2. 정권 3. 사회 제도 ( administration),정치 제도; 정권; 사회 제도,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
1963,1169,ambiguous,"형 애매모호한, 여러 가지로 해석할 수 있는 (= vague)","형 애매모호한, 여러 가지로 해석할 수 있는",english_parenthetical_removed|wide_space_normalized
1320,1172,postpone,"연기하다, 늦추다 (        put back)","연기하다, 늦추다",english_parenthetical_removed|wide_space_normalized
1485,1174,resume,1. 다시 시작하다 2. 되찾다           이력서,다시 시작하다; 되찾다 이력서,numbered_markers_removed|wide_space_normalized
3,1177,Mediterranean,"((the ~)) 지중해      지중해의, 지중해 연안의","() 지중해 지중해의, 지중해 연안의",english_parenthetical_removed|wide_space_normalized
1448,1179,relieve,1. (고통 등을) 경감시키다 2. (문제의 심각성을) 완화하다 3. 교대하다,(고통 등을) 경감시키다; (문제의 심각성을) 완화하다; 교대하다,numbered_markers_removed|wide_space_normalized
614,1182,drowsy,"졸리는, 나른한 (     sleepy)","졸리는, 나른한",english_parenthetical_removed|wide_space_normalized
2532,1183,potent,"형 강력한, 효과적인 (↔ impotent 무력한)","형 강력한, 효과적인",english_parenthetical_removed|wide_space_normalized
1744,1184,tablet,알약 (   pill),알약,english_parenthetical_removed|wide_space_normalized
629,1187,effect,"효력, 효과, 결과         (어떤 결과를) 초래하다","효력, 효과, 결과 (어떤 결과를) 초래하다",wide_space_normalized
1810,1191,tough,"1. 곤란한, 힘든 2. 튼튼한, 강인한 3. 질긴, 단단한","곤란한, 힘든; 튼튼한, 강인한; 질긴, 단단한",numbered_markers_removed|wide_space_normalized
1773,1192,tender,"1. (음식이) 연한 2. 다정한         1. 제출하다, 제공하다 2. 입찰하다","(음식이) 연한; 다정한; 제출하다, 제공하다; 입찰하다",numbered_markers_removed|wide_space_normalized
1307,1193,plain,"1. 명백한 2. 솔직한 3. 무늬가 없는             평지, 평원","명백한; 솔직한; 무늬가 없는 평지, 평원",numbered_markers_removed|wide_space_normalized
1207,1194,obscure,1. 모호한 2. 잘 알려지지 않은             모호하게 하다,모호한; 잘 알려지지 않은 모호하게 하다,numbered_markers_removed|wide_space_normalized
656,1195,endorse,"1. 지지하다 2. 기입하다, 서명하다","지지하다; 기입하다, 서명하다",numbered_markers_removed|wide_space_normalized
1122,1196,maximum,"최대치, 최대량         최대의, 최고의","최대치, 최대량 최대의, 최고의",wide_space_normalized
2220,1197,equation,"명 1. ((수학, 화학)) 방정식, 등식 2. 동일시","명 ((수학, 화학)) 방정식, 등식; 동일시",numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
852,1198,grotesque,1. 그로테스크 풍의 2. 기괴한           기괴한 것,그로테스크 풍의; 기괴한 기괴한 것,numbered_markers_removed|wide_space_normalized
2624,1199,segment,"명 부분, 구획 (= section); (과일의) 조각","명 부분, 구획; (과일의) 조각",english_parenthetical_removed|wide_space_normalized
937,1202,indicate,"1. 나타내다, 암시하다 2. 가리키다","나타내다, 암시하다; 가리키다",numbered_markers_removed|wide_space_normalized
1533,1203,scale,1. 규모 2. (측정용) 등급 3. 저울 4. (지도의) 축척 5. (물고기 등의) 비늘,규모; (측정용) 등급; 저울; (지도의) 축척; (물고기 등의) 비늘,numbered_markers_removed|wide_space_normalized
2003,1208,authorize,"동 권한을 부여하다, 허가하다 (= empower)","동 권한을 부여하다, 허가하다",english_parenthetical_removed|wide_space_normalized
5851,1213,idle,"아이들, 게으른 (idle의 오타로 추정)","아이들, 게으른",english_parenthetical_removed|wide_space_normalized
1223,1215,operate,"1. 작동하다, 조작하다 2. 운영하다 3. 수술하다","작동하다, 조작하다; 운영하다; 수술하다",numbered_markers_removed|wide_space_normalized
5995,1216,malfunction,오작동 (malfunction의 오타),오작동,english_parenthetical_removed|wide_space_normalized
1102,1217,malfunction,"고장, 기능 부전      제 기능을 발휘하지 않다","고장, 기능 부전 제 기능을 발휘하지 않다",wide_space_normalized
786,1218,function,"기능, 역할            작용하다, 기능하다","기능, 역할 작용하다, 기능하다",wide_space_normalized
467,1220,crush,1. 눌러 부수다 2. 가루로 만들다,눌러 부수다; 가루로 만들다,numbered_markers_removed|wide_space_normalized
1089,1221,lunar,1. 달의 2. 음력의,달의; 음력의,numbered_markers_removed|wide_space_normalized
101,1223,appetite,"1. 식욕 2. 욕구, 욕망","식욕; 욕구, 욕망",numbered_markers_removed|wide_space_normalized
695,1224,exhaust,1. 기진맥진하게 만들다 2. 다 써버리다                   배기가스,기진맥진하게 만들다; 다 써버리다 배기가스,numbered_markers_removed|wide_space_normalized
360,1226,compile,"1. 편집하다, 편찬하다 2. (자료를) 수집하다","편집하다, 편찬하다; (자료를) 수집하다",numbered_markers_removed|wide_space_normalized
2151,1229,devour,"동 1. 게걸스레 먹다; 집어 삼키다 2. (엄청난 관심과 열의로) 탐독하다, 뚫어지게 보다","동 게걸스레 먹다; 집어 삼키다; (엄청난 관심과 열의로) 탐독하다, 뚫어지게 보다",numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1760,1230,tame,"길들이다, 온순해지다           1. 길들여진, 순한 2. 지루한","길들이다, 온순해지다; 길들여진, 순한; 지루한",numbered_markers_removed|wide_space_normalized
1328,1233,predator,"1. 포식자, 포식 동물 2. 약탈자","포식자, 포식 동물; 약탈자",numbered_markers_removed|wide_space_normalized
741,1234,fierce,"1. 사나운, 거친 2. 잔인한","사나운, 거친; 잔인한",numbered_markers_removed|wide_space_normalized
1509,1235,roar,"1. 으르렁거리다, 울리다 2. 고함치다             포효","으르렁거리다, 울리다; 고함치다 포효",numbered_markers_removed|wide_space_normalized
245,1239,burn out,1. 타버리다 2. 기진맥진하게 하다,타버리다; 기진맥진하게 하다,numbered_markers_removed|wide_space_normalized
204,1240,blink,깜빡거리다        깜빡거림,깜빡거리다 깜빡거림,wide_space_normalized
1286,1241,permit,허락하다          허가(증),허락하다 허가(증),wide_space_normalized
1093,1246,magnify,1. 확대하다 2. 과장하다,확대하다; 과장하다,numbered_markers_removed|wide_space_normalized
1737,1248,swirl,소용돌이치다          소용돌이,소용돌이치다 소용돌이,wide_space_normalized
169,1253,barren,1. 불모의 2. 열매를 맺지 못하는,불모의; 열매를 맺지 못하는,numbered_markers_removed|wide_space_normalized
751,1254,flat,1. 평평한 2. 균일의 3. 바람이 빠진                 1. 아파트 2. (타이어의) 펑크,평평한; 균일의; 바람이 빠진; 아파트; (타이어의) 펑크,numbered_markers_removed|wide_space_normalized
672,1257,equipment,"1. 장비, 용품 2. 설치, 설비","장비, 용품; 설치, 설비",numbered_markers_removed|wide_space_normalized
2030,1259,blunt,"형 1. 직설적인 (= direct) 2. 무딘, 뭉툭한 (↔ sharp 날카로운, 예리한)                              PART 8","형 직설적인; 무딘, 뭉툭한",pdf_part_artifact_removed|english_parenthetical_removed|numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1856,1260,unify,"통일하다, 통합하다 (        unite)","통일하다, 통합하다",english_parenthetical_removed|wide_space_normalized
1793,1261,throne,"1. 왕좌, 왕위 2. 군주","왕좌, 왕위; 군주",numbered_markers_removed|wide_space_normalized
2240,1263,exile,"동 추방하다 (= banish), 유배하다 명 추방; 망명(자)","동 추방하다 , 유배하다 명 추방; 망명(자)",english_parenthetical_removed
1542,1264,scramble,1. 기어오르다 2. 바삐 서둘러 하다,기어오르다; 바삐 서둘러 하다,numbered_markers_removed|wide_space_normalized
1408,1265,ransom,"몸값, 배상금          (배상금을 치르고) 되찾다","몸값, 배상금 (배상금을 치르고) 되찾다",wide_space_normalized
2728,1267,verdict,"명 1. (배심원단의) 평결 2. 의견, 결정","명 (배심원단의) 평결; 의견, 결정",numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
